CUSTOMER_ID,SIGNUP_DATE,CHURN_DATE,SUBSCRIPTION_PLAN,CONTRACT_TYPE,MONTHLY_FEE,SUPPORT_TICKETS,USAGE_HOURS
CUST-104914,11/27/2023,,Basic,Monthly,29,0,17.5
CUST-104915,10/13/2022,,Pro,Annual,79,1,58.6
CUST-104916,2/26/2022,,Basic,Annual,29,3,45.9
CUST-104917,1/4/2024,,Pro,Monthly,79,1,51
CUST-104918,10/30/2022,,Enterprise,Monthly,299,0,29.2
CUST-104919,6/12/2022,,Basic,Annual,29,3,9.9
CUST-104920,1/19/2022,,Basic,Annual,29,0,41.9
CUST-104921,1/5/2023,9/8/2023,Basic,Annual,29,2,48.5
CUST-104922,9/21/2022,,Basic,Monthly,29,0,46.9
CUST-104923,3/4/2024,4/27/2024,Pro,Monthly,79,4,21.8
CUST-104924,4/23/2022,,Pro,Monthly,79,4,55.8
CUST-104925,5/3/2023,,Basic,Annual,29,2,48.3
CUST-104926,11/23/2022,,Basic,Monthly,29,0,24
CUST-104927,6/26/2023,,Basic,Monthly,29,2,63.1
CUST-104928,10/9/2023,,Basic,Monthly,29,0,35.9
CUST-104929,8/2/2023,,Pro,Monthly,79,0,58.2
CUST-104930,3/6/2022,,Basic,Monthly,29,1,37.5
CUST-104931,10/19/2022,,Pro,Annual,79,2,38.9
CUST-104932,1/25/2022,,Pro,Annual,79,2,51.5
CUST-104933,7/3/2023,1/5/2024,Basic,Annual,29,4,32.7
CUST-104934,1/1/2022,,Pro,Monthly,79,3,36.8
CUST-104935,6/29/2024,,Enterprise,Monthly,299,1,37.6
CUST-104936,7/3/2023,,Basic,Monthly,29,3,52.8
CUST-104937,5/21/2022,,Basic,Monthly,29,0,48.6
CUST-104938,1/14/2024,,Basic,Monthly,29,3,46.9
CUST-104939,10/10/2023,,Pro,Annual,79,2,21.4
CUST-104940,6/19/2024,,Basic,Annual,29,2,41.3
CUST-104941,7/7/2022,,Enterprise,Monthly,299,1,35.8
CUST-104942,5/8/2022,,Pro,Monthly,79,2,57.5
CUST-104943,7/20/2022,,Enterprise,Monthly,299,3,22.8
CUST-104944,5/7/2022,1/25/2023,Basic,Annual,29,1,38.2
CUST-104945,9/14/2022,,Pro,Annual,79,1,46.5
CUST-104946,11/7/2023,,Basic,Monthly,29,1,38.8
CUST-104947,7/1/2023,,Basic,Annual,29,2,63.6
CUST-104948,7/13/2022,,Enterprise,Monthly,299,2,48
CUST-104949,12/4/2023,,Basic,Monthly,29,0,8.5
CUST-104950,4/14/2022,,Enterprise,Monthly,299,4,37
CUST-104951,6/19/2023,,Basic,Monthly,29,2,46
CUST-104952,9/22/2022,,Enterprise,Monthly,299,4,48.9
CUST-104953,3/12/2024,,Pro,Monthly,79,2,26.9
CUST-104954,7/30/2024,,Pro,Monthly,79,2,38.7
CUST-104955,8/31/2024,,Basic,Monthly,29,1,32.2
CUST-104956,1/19/2023,5/10/2023,Basic,Monthly,29,4,20
CUST-104957,9/17/2022,12/12/2022,Pro,Monthly,79,1,26.3
CUST-104958,2/18/2023,,Pro,Monthly,79,2,30.6
CUST-104959,9/17/2024,,Basic,Monthly,29,2,77.1
CUST-104960,12/24/2022,4/5/2023,Basic,Annual,29,1,56.7
CUST-104961,3/16/2022,,Basic,Monthly,29,4,48.1
CUST-104962,12/21/2022,,Basic,Monthly,29,0,43.6
CUST-104963,8/7/2023,,Basic,Monthly,29,2,45.9
CUST-104964,2/10/2024,,Pro,Monthly,79,1,32
CUST-104965,6/28/2024,,Basic,Monthly,29,0,32.5
CUST-104966,7/7/2022,11/17/2022,Basic,Monthly,29,3,60
CUST-104967,8/30/2024,,Enterprise,Monthly,299,2,43.7
CUST-104968,11/16/2023,,Basic,Annual,29,0,5.4
CUST-104969,9/18/2024,,Pro,Monthly,79,1,47.4
CUST-104970,10/17/2022,,Pro,Monthly,79,4,49.9
CUST-104971,2/14/2022,,Pro,Monthly,79,0,67.3
CUST-104972,7/27/2023,,Pro,Monthly,79,2,57.6
CUST-104973,3/24/2022,,Pro,Monthly,79,0,18.1
CUST-104974,5/3/2022,,Basic,Monthly,29,3,25.7
CUST-104975,12/24/2022,,Pro,Monthly,79,1,48
CUST-104976,6/12/2023,,Pro,Monthly,79,2,37.9
CUST-104977,3/7/2022,,Basic,Monthly,29,2,20.3
CUST-104978,7/24/2024,,Basic,Annual,29,1,35.2
CUST-104979,10/19/2023,,Pro,Monthly,79,1,28.2
CUST-104980,1/10/2023,,Pro,Monthly,79,3,70.7
CUST-104981,6/11/2022,,Basic,Annual,29,1,48.5
CUST-104982,1/16/2024,,Enterprise,Annual,299,0,70.1
CUST-104983,1/15/2023,,Pro,Monthly,79,3,55.3
CUST-104984,10/18/2023,,Enterprise,Annual,299,2,28.8
CUST-104985,12/24/2022,,Enterprise,Monthly,299,3,57.1
CUST-104986,7/7/2022,,Basic,Annual,29,3,53.3
CUST-104987,11/18/2022,2/25/2023,Pro,Monthly,79,3,38.5
CUST-104988,3/26/2023,,Pro,Annual,79,2,46.4
CUST-104989,4/19/2023,,Pro,Monthly,79,1,53.8
CUST-104990,1/13/2022,10/10/2022,Pro,Monthly,79,6,17.9
CUST-104991,7/3/2022,,Basic,Annual,29,1,24.4
CUST-104992,4/21/2022,,Basic,Annual,29,1,23.1
CUST-104993,7/15/2024,,Basic,Monthly,29,1,39.4
CUST-104994,5/23/2023,,Pro,Monthly,79,0,56.6
CUST-104995,10/17/2022,,Pro,Monthly,79,1,44.6
CUST-104996,10/22/2022,,Basic,Annual,29,1,42
CUST-104997,3/27/2023,,Pro,Monthly,79,1,62.1
CUST-104998,6/22/2024,,Pro,Monthly,79,1,17.4
CUST-104999,8/3/2022,,Basic,Annual,29,5,52
CUST-105000,8/31/2024,,Basic,Monthly,29,3,31.7
CUST-105001,9/24/2023,,Basic,Annual,29,5,49
CUST-105002,6/12/2024,8/10/2024,Enterprise,Annual,299,7,37.6
CUST-105003,7/21/2023,12/2/2023,Pro,Monthly,79,1,63.1
CUST-105004,1/27/2022,,Basic,Monthly,29,1,62.3
CUST-105005,9/22/2023,,Basic,Monthly,29,1,41.4
CUST-105006,1/3/2024,,Pro,Monthly,79,1,34.3
CUST-105007,8/19/2022,,Pro,Monthly,79,1,60.8
CUST-105008,7/19/2023,,Pro,Monthly,79,2,42.1
CUST-105009,3/17/2024,,Basic,Annual,29,2,54.2
CUST-105010,11/17/2022,2/19/2023,Basic,Monthly,29,0,28.9
CUST-105011,7/1/2024,,Enterprise,Monthly,299,4,25.5
CUST-105012,8/21/2022,,Basic,Monthly,29,0,34.2
CUST-105013,11/1/2023,,Basic,Monthly,29,3,38.8
CUST-105014,3/13/2023,,Pro,Annual,79,3,15.2
CUST-105015,2/20/2024,,Enterprise,Monthly,299,1,23.7
CUST-105016,6/17/2023,,Pro,Monthly,79,0,45
CUST-105017,2/7/2023,,Pro,Monthly,79,5,24.7
CUST-105018,2/22/2022,10/29/2022,Basic,Monthly,29,3,30.4
CUST-105019,2/26/2024,,Basic,Annual,29,4,31.1
CUST-105020,11/9/2022,,Basic,Annual,29,1,27.2
CUST-105021,10/8/2022,,Pro,Monthly,79,3,39.4
CUST-105022,12/27/2023,,Basic,Annual,29,4,5
CUST-105023,1/31/2022,,Enterprise,Monthly,299,1,42.2
CUST-105024,12/3/2022,,Basic,Monthly,29,1,31.3
CUST-105025,7/2/2022,2/24/2023,Pro,Annual,79,1,47.2
CUST-105026,1/23/2022,,Pro,Monthly,79,1,35.7
CUST-105027,6/28/2023,,Pro,Annual,79,2,33.1
CUST-105028,3/22/2023,,Basic,Annual,29,2,44.2
CUST-105029,3/15/2022,,Enterprise,Annual,299,2,35.8
CUST-105030,1/10/2022,,Basic,Monthly,29,4,54.5
CUST-105031,4/29/2023,7/25/2023,Pro,Monthly,79,1,22.4
CUST-105032,4/1/2023,6/29/2023,Pro,Annual,79,2,57.2
CUST-105033,7/20/2023,,Basic,Monthly,29,4,37.8
CUST-105034,7/18/2023,,Pro,Monthly,79,1,45.5
CUST-105035,10/22/2023,,Pro,Monthly,79,1,13.7
CUST-105036,6/9/2022,,Enterprise,Monthly,299,7,38.3
CUST-105037,5/31/2024,,Enterprise,Annual,299,2,74.5
CUST-105038,1/14/2022,,Basic,Monthly,29,1,52.5
CUST-105039,6/27/2022,,Basic,Monthly,29,2,29.2
CUST-105040,2/16/2023,,Basic,Monthly,29,1,36.5
CUST-105041,5/27/2024,,Enterprise,Annual,299,2,32.8
CUST-105042,2/22/2022,,Basic,Annual,29,1,45.8
CUST-105043,2/12/2023,,Pro,Monthly,79,4,50.2
CUST-105044,4/26/2024,,Pro,Monthly,79,4,57.5
CUST-105045,1/22/2022,,Pro,Monthly,79,1,38.9
CUST-105046,1/30/2022,10/19/2022,Basic,Monthly,29,2,33.3
CUST-105047,12/4/2023,,Basic,Monthly,29,2,12.1
CUST-105048,9/17/2022,,Basic,Monthly,29,1,61.3
CUST-105049,7/24/2022,,Basic,Monthly,29,1,45.5
CUST-105050,2/28/2022,,Basic,Annual,29,0,35.7
CUST-105051,4/16/2023,,Basic,Monthly,29,2,38.1
CUST-105052,2/15/2024,,Pro,Monthly,79,2,35.8
CUST-105053,4/11/2023,,Basic,Annual,29,1,52.7
CUST-105054,1/12/2022,,Basic,Monthly,29,3,24.1
CUST-105055,9/23/2023,,Basic,Annual,29,1,80.8
CUST-105056,7/15/2024,,Basic,Monthly,29,1,27.9
CUST-105057,8/31/2024,1/31/2025,Basic,Monthly,29,2,32
CUST-105058,10/17/2022,,Basic,Monthly,29,3,40.7
CUST-105059,4/29/2024,,Pro,Monthly,79,4,54.6
CUST-105060,1/30/2024,,Basic,Monthly,29,0,25.7
CUST-105061,12/20/2022,6/1/2023,Enterprise,Annual,299,2,45.5
CUST-105062,10/1/2023,,Basic,Annual,29,3,5
CUST-105063,3/16/2022,,Enterprise,Monthly,299,3,58.9
CUST-105064,5/22/2024,,Pro,Annual,79,5,18
CUST-105065,12/17/2023,,Pro,Monthly,79,2,52.9
CUST-105066,7/15/2023,,Enterprise,Annual,299,5,63.4
CUST-105067,8/14/2023,,Basic,Annual,29,0,24.3
CUST-105068,3/17/2023,,Basic,Monthly,29,1,45.5
CUST-105069,9/17/2024,11/21/2024,Basic,Monthly,29,2,23.5
CUST-105070,8/29/2022,4/5/2023,Basic,Monthly,29,2,43
CUST-105071,5/10/2024,,Basic,Annual,29,1,52.4
CUST-105072,6/3/2022,,Pro,Monthly,79,2,52.7
CUST-105073,2/25/2024,,Basic,Monthly,29,1,45.3
CUST-105074,4/6/2022,,Basic,Monthly,29,1,29.9
CUST-105075,12/27/2023,,Basic,Monthly,29,3,39.9
CUST-105076,10/21/2022,,Pro,Monthly,79,4,38.6
CUST-105077,7/28/2022,,Enterprise,Annual,299,1,48.7
CUST-105078,12/9/2022,,Pro,Annual,79,3,32.1
CUST-105079,3/29/2022,1/12/2023,Basic,Monthly,29,4,49
CUST-105080,3/28/2024,,Basic,Annual,29,1,48.8
CUST-105081,2/15/2024,,Pro,Monthly,79,0,62.8
CUST-105082,7/25/2024,,Basic,Monthly,29,1,48.1
CUST-105083,1/25/2023,6/15/2023,Enterprise,Monthly,299,2,6.8
CUST-105084,11/21/2022,,Basic,Monthly,29,2,46.1
CUST-105085,7/28/2024,,Basic,Annual,29,1,41.7
CUST-105086,6/7/2024,,Enterprise,Monthly,299,1,35.4
CUST-105087,4/11/2024,,Enterprise,Monthly,299,4,66.6
CUST-105088,6/6/2022,,Pro,Monthly,79,3,25.6
CUST-105089,10/30/2023,,Basic,Monthly,29,1,30.7
CUST-105090,10/13/2023,,Pro,Annual,79,0,43.9
CUST-105091,9/25/2023,,Basic,Annual,29,3,43.4
CUST-105092,7/31/2023,5/21/2024,Basic,Annual,29,3,38.1
CUST-105093,9/11/2023,,Basic,Monthly,29,3,42
CUST-105094,10/21/2023,,Pro,Monthly,79,1,66.4
CUST-105095,5/17/2022,,Pro,Monthly,79,1,46.4
CUST-105096,7/11/2024,,Basic,Monthly,29,2,21.3
CUST-105097,11/5/2023,,Enterprise,Annual,299,1,51.8
CUST-105098,3/4/2023,,Basic,Monthly,29,2,35.8
CUST-105099,3/28/2023,,Basic,Monthly,29,4,59.4
CUST-105100,9/4/2023,,Pro,Monthly,79,1,32.2
CUST-105101,4/29/2024,,Pro,Annual,79,1,40.7
CUST-105102,6/29/2024,,Enterprise,Monthly,299,1,40.4
CUST-105103,3/29/2024,11/11/2024,Pro,Monthly,79,5,41.2
CUST-105104,5/21/2022,,Basic,Monthly,29,0,34
CUST-105105,3/24/2022,,Enterprise,Annual,299,5,53
CUST-105106,6/26/2022,,Enterprise,Annual,299,3,43.3
CUST-105107,7/17/2022,,Basic,Monthly,29,1,50.4
CUST-105108,9/16/2023,1/6/2024,Pro,Monthly,79,3,49.3
CUST-105109,7/22/2023,,Pro,Monthly,79,1,20.3
CUST-105110,8/29/2024,,Basic,Monthly,29,4,52.1
CUST-105111,11/22/2023,3/28/2024,Enterprise,Annual,299,0,49.7
CUST-105112,2/25/2023,,Basic,Annual,29,1,60.6
CUST-105113,2/5/2023,,Pro,Monthly,79,2,54.4
CUST-105114,11/29/2023,,Basic,Monthly,29,1,51.8
CUST-105115,4/16/2023,,Pro,Annual,79,4,41.9
CUST-105116,8/6/2022,,Pro,Monthly,79,5,13
CUST-105117,7/13/2024,,Basic,Monthly,29,2,45
CUST-105118,7/17/2024,,Basic,Monthly,29,0,40.2
CUST-105119,4/7/2024,,Enterprise,Monthly,299,4,40.2
CUST-105120,9/13/2024,,Pro,Annual,79,1,36.9
CUST-105121,12/30/2023,4/20/2024,Pro,Monthly,79,2,56.3
CUST-105122,9/24/2023,,Basic,Monthly,29,2,22.5
CUST-105123,8/8/2024,,Basic,Monthly,29,1,19.6
CUST-105124,6/24/2024,,Pro,Monthly,79,4,34.8
CUST-105125,6/24/2022,,Pro,Annual,79,1,44.7
CUST-105126,1/23/2022,,Basic,Monthly,29,5,44.2
CUST-105127,12/26/2023,,Pro,Monthly,79,1,48.3
CUST-105128,7/5/2024,4/15/2025,Basic,Monthly,29,1,42.9
CUST-105129,8/23/2022,,Basic,Monthly,29,1,54.5
CUST-105130,1/13/2022,,Pro,Monthly,79,1,44.7
CUST-105131,4/11/2022,8/20/2022,Basic,Monthly,29,1,52.5
CUST-105132,7/17/2024,,Basic,Annual,29,2,62.1
CUST-105133,6/20/2023,,Pro,Monthly,79,1,55.5
CUST-105134,5/25/2024,8/9/2024,Basic,Annual,29,1,25.6
CUST-105135,6/7/2023,,Pro,Monthly,79,1,20.5
CUST-105136,2/24/2024,10/30/2024,Pro,Annual,79,1,45.6
CUST-105137,3/28/2023,,Pro,Monthly,79,3,53
CUST-105138,3/7/2023,,Basic,Monthly,29,3,54.7
CUST-105139,3/3/2024,,Basic,Annual,29,3,19.2
CUST-105140,8/29/2023,1/9/2024,Pro,Monthly,79,1,42.9
CUST-105141,12/14/2023,,Basic,Monthly,29,0,50.2
CUST-105142,6/17/2023,2/1/2024,Pro,Monthly,79,4,30
CUST-105143,5/1/2024,,Pro,Monthly,79,2,48.7
CUST-105144,9/5/2024,,Basic,Monthly,29,1,53.9
CUST-105145,12/24/2023,,Pro,Annual,79,2,66.4
CUST-105146,10/14/2023,,Enterprise,Monthly,299,0,44.4
CUST-105147,10/20/2022,,Basic,Monthly,29,1,59.6
CUST-105148,3/20/2024,,Basic,Monthly,29,3,29.6
CUST-105149,7/1/2024,,Pro,Monthly,79,3,27.1
CUST-105150,4/11/2022,,Basic,Monthly,29,2,49.3
CUST-105151,5/17/2023,,Basic,Monthly,29,5,32.8
CUST-105152,10/31/2022,,Basic,Monthly,29,0,36.9
CUST-105153,5/20/2024,,Basic,Monthly,29,2,55
CUST-105154,6/24/2023,,Pro,Monthly,79,2,37.1
CUST-105155,7/7/2023,,Pro,Monthly,79,2,31
CUST-105156,12/21/2022,,Enterprise,Annual,299,4,73.2
CUST-105157,10/30/2022,5/23/2023,Pro,Annual,79,0,28.2
CUST-105158,5/11/2023,,Enterprise,Monthly,299,2,47.6
CUST-105159,10/20/2023,5/21/2024,Basic,Monthly,29,4,27.1
CUST-105160,2/7/2024,,Basic,Monthly,29,0,39.4
CUST-105161,8/31/2024,,Enterprise,Annual,299,1,23.3
CUST-105162,8/15/2022,,Basic,Monthly,29,2,60.3
CUST-105163,8/24/2022,,Pro,Monthly,79,1,34.4
CUST-105164,5/22/2024,,Basic,Annual,29,1,55.7
CUST-105165,6/10/2024,,Pro,Annual,79,4,32.8
CUST-105166,3/31/2023,,Enterprise,Monthly,299,3,51.2
CUST-105167,1/13/2022,,Basic,Monthly,29,2,58.6
CUST-105168,7/29/2022,1/9/2023,Basic,Monthly,29,1,27.1
CUST-105169,1/11/2024,,Basic,Annual,29,2,38.3
CUST-105170,2/1/2023,,Basic,Monthly,29,2,19.4
CUST-105171,4/10/2022,,Basic,Annual,29,1,43
CUST-105172,1/31/2022,,Pro,Annual,79,2,22
CUST-105173,6/16/2024,,Basic,Annual,29,4,37.4
CUST-105174,6/12/2023,,Basic,Monthly,29,2,45.5
CUST-105175,10/11/2023,,Basic,Annual,29,4,51.7
CUST-105176,11/25/2022,,Pro,Monthly,79,2,65.1
CUST-105177,6/15/2022,,Basic,Annual,29,4,42.4
CUST-105178,4/4/2023,,Pro,Monthly,79,1,36.6
CUST-105179,4/1/2024,,Enterprise,Annual,299,2,44
CUST-105180,8/9/2024,,Basic,Monthly,29,4,59.5
CUST-105181,9/8/2024,,Basic,Monthly,29,1,27.7
CUST-105182,9/19/2024,,Pro,Annual,79,2,22.7
CUST-105183,4/10/2022,,Basic,Monthly,29,4,33.3
CUST-105184,9/13/2023,,Basic,Monthly,29,3,28.4
CUST-105185,5/4/2024,,Pro,Monthly,79,1,54.3
CUST-105186,6/22/2022,2/13/2023,Basic,Monthly,29,2,36.3
CUST-105187,1/19/2024,,Basic,Monthly,29,1,54.3
CUST-105188,6/11/2022,,Enterprise,Annual,299,1,36.6
CUST-105189,6/23/2024,,Basic,Monthly,29,4,47.6
CUST-105190,12/29/2023,,Enterprise,Monthly,299,0,51.1
CUST-105191,2/15/2024,,Basic,Monthly,29,2,26.8
CUST-105192,9/20/2022,3/1/2023,Pro,Monthly,79,4,41.7
CUST-105193,3/14/2024,,Pro,Annual,79,3,34.9
CUST-105194,10/1/2022,,Basic,Monthly,29,2,43.3
CUST-105195,1/3/2022,,Pro,Monthly,79,1,42.6
CUST-105196,1/28/2022,,Enterprise,Monthly,299,2,50.1
CUST-105197,11/22/2022,,Basic,Annual,29,1,39.6
CUST-105198,7/28/2024,,Pro,Monthly,79,1,32.9
CUST-105199,5/29/2022,,Basic,Annual,29,4,58.9
CUST-105200,6/24/2023,,Pro,Annual,79,2,26.8
CUST-105201,5/3/2023,,Pro,Annual,79,0,35.8
CUST-105202,4/1/2024,,Basic,Annual,29,1,33.6
CUST-105203,3/14/2023,11/21/2023,Basic,Monthly,29,2,51.3
CUST-105204,3/6/2022,,Basic,Monthly,29,4,42.7
CUST-105205,12/22/2022,,Enterprise,Monthly,299,1,74
CUST-105206,6/17/2023,,Basic,Monthly,29,2,34.1
CUST-105207,9/9/2022,,Pro,Monthly,79,1,61.9
CUST-105208,8/23/2022,,Basic,Monthly,29,1,44
CUST-105209,8/15/2022,,Pro,Monthly,79,1,44.6
CUST-105210,6/9/2023,,Pro,Monthly,79,5,19.2
CUST-105211,11/9/2022,,Pro,Annual,79,1,60.2
CUST-105212,2/18/2022,,Enterprise,Monthly,299,1,50.5
CUST-105213,4/28/2022,,Basic,Monthly,29,0,39.4
CUST-105214,2/23/2022,,Basic,Monthly,29,1,35.7
CUST-105215,10/12/2023,,Enterprise,Annual,299,1,46.1
CUST-105216,7/19/2023,,Basic,Monthly,29,1,39.9
CUST-105217,2/13/2022,9/20/2022,Pro,Monthly,79,3,41.7
CUST-105218,3/25/2024,,Pro,Monthly,79,4,13.5
CUST-105219,2/22/2022,,Pro,Monthly,79,1,28.7
CUST-105220,8/9/2023,,Basic,Monthly,29,2,37.4
CUST-105221,7/12/2023,5/4/2024,Basic,Annual,29,3,21.5
CUST-105222,6/9/2023,2/23/2024,Pro,Monthly,79,3,37.9
CUST-105223,11/8/2023,,Basic,Monthly,29,5,51.2
CUST-105224,4/12/2022,,Pro,Monthly,79,3,55.8
CUST-105225,3/2/2024,,Basic,Monthly,29,3,31
CUST-105226,2/9/2024,,Basic,Annual,29,2,46.5
CUST-105227,9/8/2024,,Basic,Annual,29,0,51.3
CUST-105228,4/28/2024,,Enterprise,Monthly,299,3,29.9
CUST-105229,5/17/2024,,Pro,Monthly,79,5,34.5
CUST-105230,2/2/2023,,Pro,Monthly,79,1,49.8
CUST-105231,5/18/2022,,Enterprise,Annual,299,2,32.7
CUST-105232,11/6/2023,5/1/2024,Pro,Monthly,79,2,13.2
CUST-105233,7/9/2024,,Enterprise,Monthly,299,3,65
CUST-105234,1/22/2023,,Basic,Monthly,29,3,14.9
CUST-105235,4/21/2022,,Pro,Monthly,79,4,53.5
CUST-105236,9/6/2023,,Basic,Monthly,29,2,41.6
CUST-105237,1/17/2022,,Pro,Annual,79,3,32.8
CUST-105238,2/19/2024,,Enterprise,Monthly,299,2,45.6
CUST-105239,7/1/2022,,Basic,Annual,29,0,43.5
CUST-105240,6/2/2024,,Basic,Annual,29,0,45
CUST-105241,6/20/2023,,Pro,Monthly,79,1,78
CUST-105242,6/25/2023,,Basic,Monthly,29,2,70.8
CUST-105243,6/20/2022,1/16/2023,Pro,Annual,79,2,49.5
CUST-105244,2/13/2023,,Basic,Monthly,29,0,76.1
CUST-105245,1/10/2024,,Enterprise,Monthly,299,3,66.3
CUST-105246,1/13/2023,,Basic,Annual,29,3,58.9
CUST-105247,7/7/2022,,Pro,Monthly,79,2,57.5
CUST-105248,5/7/2024,7/8/2024,Basic,Monthly,29,1,36.3
CUST-105249,8/18/2022,,Basic,Monthly,29,4,24.2
CUST-105250,4/12/2024,,Basic,Annual,29,1,37
CUST-105251,5/1/2024,,Basic,Monthly,29,1,7
CUST-105252,4/29/2022,,Basic,Annual,29,3,27.3
CUST-105253,6/5/2022,10/14/2022,Enterprise,Monthly,299,2,35.5
CUST-105254,2/23/2024,10/22/2024,Basic,Monthly,29,5,39.5
CUST-105255,11/18/2023,,Pro,Annual,79,0,32.2
CUST-105256,4/10/2023,,Basic,Annual,29,0,21.5
CUST-105257,4/14/2022,,Pro,Monthly,79,2,55
CUST-105258,8/27/2023,,Basic,Monthly,29,1,37.8
CUST-105259,11/29/2023,,Pro,Monthly,79,1,61.2
CUST-105260,8/29/2024,,Pro,Monthly,79,0,43.5
CUST-105261,3/5/2024,,Basic,Monthly,29,0,40.6
CUST-105262,5/17/2023,,Basic,Annual,29,0,40.7
CUST-105263,11/24/2023,,Basic,Annual,29,5,6
CUST-105264,11/13/2023,,Basic,Annual,29,4,21.8
CUST-105265,11/30/2023,,Basic,Monthly,29,1,44.8
CUST-105266,6/24/2022,,Basic,Monthly,29,2,28.5
CUST-105267,1/4/2024,,Pro,Monthly,79,2,44
CUST-105268,1/15/2024,,Basic,Annual,29,0,47.3
CUST-105269,11/5/2023,,Basic,Monthly,29,1,29.6
CUST-105270,2/25/2023,,Basic,Monthly,29,0,48.9
CUST-105271,5/14/2022,,Pro,Annual,79,3,56.1
CUST-105272,1/26/2023,,Basic,Monthly,29,0,57.5
CUST-105273,9/18/2024,,Pro,Monthly,79,6,29.7
CUST-105274,1/6/2024,9/6/2024,Pro,Annual,79,1,61
CUST-105275,5/16/2023,,Pro,Monthly,79,2,23.8
CUST-105276,10/27/2023,,Basic,Annual,29,1,18.5
CUST-105277,2/2/2022,,Pro,Monthly,79,2,40.9
CUST-105278,2/24/2022,,Basic,Monthly,29,1,14.8
CUST-105279,8/11/2024,,Enterprise,Monthly,299,3,42.6
CUST-105280,6/3/2023,,Pro,Annual,79,1,28.4
CUST-105281,1/26/2024,,Basic,Annual,29,5,44.1
CUST-105282,4/4/2024,,Enterprise,Monthly,299,0,35.2
CUST-105283,9/30/2023,,Pro,Annual,79,2,33.6
CUST-105284,1/12/2022,,Basic,Monthly,29,3,21.9
CUST-105285,6/12/2023,,Basic,Monthly,29,0,48.7
CUST-105286,12/21/2023,,Pro,Monthly,79,2,35.1
CUST-105287,7/9/2023,,Enterprise,Annual,299,0,56.9
CUST-105288,1/8/2023,3/20/2023,Enterprise,Monthly,299,1,47.6
CUST-105289,4/29/2023,,Pro,Annual,79,0,45.1
CUST-105290,8/30/2024,1/19/2025,Basic,Monthly,29,2,46
CUST-105291,10/9/2023,,Pro,Monthly,79,2,27.5
CUST-105292,8/16/2022,,Pro,Monthly,79,2,29.1
CUST-105293,9/15/2023,,Basic,Annual,29,0,57.4
CUST-105294,11/3/2022,,Basic,Monthly,29,3,48.2
CUST-105295,4/2/2023,,Pro,Monthly,79,2,39.1
CUST-105296,6/9/2022,,Enterprise,Annual,299,2,56.6
CUST-105297,11/27/2022,,Pro,Monthly,79,1,51.5
CUST-105298,2/15/2024,7/17/2024,Basic,Monthly,29,2,41.3
CUST-105299,8/13/2022,,Basic,Monthly,29,1,46.2
CUST-105300,9/9/2024,,Enterprise,Annual,299,4,35.2
CUST-105301,12/30/2023,,Pro,Monthly,79,3,46.6
CUST-105302,5/19/2023,,Basic,Monthly,29,1,24.3
CUST-105303,4/1/2023,,Pro,Monthly,79,1,62.9
CUST-105304,2/14/2022,,Enterprise,Monthly,299,3,44.9
CUST-105305,8/2/2022,,Enterprise,Monthly,299,1,74.6
CUST-105306,2/28/2022,9/6/2022,Pro,Annual,79,0,24.9
CUST-105307,10/6/2023,,Basic,Monthly,29,3,25.2
CUST-105308,9/8/2023,,Pro,Monthly,79,0,38.5
CUST-105309,7/14/2022,,Basic,Annual,29,0,9.3
CUST-105310,7/13/2024,,Enterprise,Annual,299,3,50.9
CUST-105311,5/4/2023,12/4/2023,Basic,Monthly,29,4,45.5
CUST-105312,6/6/2022,,Pro,Annual,79,2,49.4
CUST-105313,9/2/2023,,Pro,Monthly,79,3,30
CUST-105314,8/14/2022,,Pro,Annual,79,0,36
CUST-105315,2/16/2023,,Pro,Annual,79,3,39.1
CUST-105316,7/24/2022,,Basic,Monthly,29,1,60.1
CUST-105317,3/20/2022,,Pro,Monthly,79,1,54
CUST-105318,5/4/2022,,Basic,Annual,29,1,48.1
CUST-105319,4/16/2023,,Basic,Monthly,29,3,40.2
CUST-105320,7/28/2024,,Enterprise,Monthly,299,1,24.6
CUST-105321,8/6/2022,,Pro,Annual,79,4,56.6
CUST-105322,5/31/2023,,Pro,Monthly,79,4,21.6
CUST-105323,8/25/2023,,Pro,Monthly,79,2,40.1
CUST-105324,4/14/2022,9/24/2022,Pro,Annual,79,3,16.6
CUST-105325,1/28/2023,,Pro,Monthly,79,2,41.3
CUST-105326,9/23/2023,,Pro,Annual,79,3,36.2
CUST-105327,10/7/2023,,Enterprise,Monthly,299,2,31.3
CUST-105328,4/3/2024,10/15/2024,Basic,Annual,29,6,28.4
CUST-105329,8/31/2023,,Pro,Annual,79,3,54.6
CUST-105330,9/6/2024,,Pro,Monthly,79,5,12
CUST-105331,3/10/2023,,Basic,Annual,29,1,30.3
CUST-105332,11/27/2022,,Basic,Monthly,29,1,22.1
CUST-105333,5/23/2022,12/3/2022,Enterprise,Monthly,299,3,5
CUST-105334,3/10/2024,,Basic,Monthly,29,6,37.4
CUST-105335,6/24/2023,4/4/2024,Basic,Monthly,29,0,36.8
CUST-105336,10/5/2022,5/9/2023,Basic,Annual,29,3,33.7
CUST-105337,8/21/2022,,Basic,Monthly,29,1,20.3
CUST-105338,6/13/2023,,Enterprise,Monthly,299,1,44.8
CUST-105339,7/25/2023,,Basic,Annual,29,0,50.9
